,name,iata_code
7209,Tsile Tsile Airport,TSI
7210,A.N.R. Robinson International Airport,TAB
7211,Piarco International Airport,POS
7212,Tissa Tank Waterdrome,TTW
7213,Tum Airport,TUJ
7214,Captain Auguste George Airport,NGD
7215,Terrance B. Lettsome International Airport,EIS
7216,Virgin Gorda Airport,VIJ
7217,Argyle International Airport,SVD
7218,J F Mitchell Airport,BQU
7219,Canouan Airport,CIW
7220,Mustique Airport,MQS
7221,Union Island International Airport,UNI
7222,Dongsha Island (Pratas Island) Airport,DSX
7223,Qimei Airport,CMJ
7224,Tumxuk Tangwangcheng Airport,TWC
7225,Two Harbors Amphibious Terminal,TWH
7226,L.F. Wade International Airport,BDA
7227,Tyonek Airport,TYE
7228,Mchauru Airport,GIT
7229,Lushoto Airport,LUY
7230,Tsimiroro Airport,TZO
7231,Dubois Municipal Airport,DBS
7232,Myrhorod Air Base,MXR
7233,Kakhnovka Airfield,KHU
7234,Kam'yanets'-Podil's'kyi Airfield,KCP
7235,Almaty International Airport,ALA
7236,Balkhash Airport,BXH
7237,Boralday Airport,BXJ
7238,Taldykorgan Airport,TDK
7239,Nursultan Nazarbayev International Airport,NQZ
7240,Kokshetau Airport,KOV
7241,Petropavl Airport,PPK
7242,Taraz Airport,DMB
7243,Mount Aue Airport,UAE
7244,Issyk-Kul International Airport,IKU
7245,Manas International Airport,FRU
7246,Osh Airport,OSS
7247,Shymkent Airport,CIT
7248,Hazrat Sultan International Airport,HSA
7249,Zhezkazgan National Airport,DZN
7250,Sary-Arka Airport,KGF
7251,Kyzylorda Airport,KZO
7252,Uralsk Airport,URA
7253,Ekibastuz Airport,EKB
7254,Ust-Kamenogorsk Airport,UKK
7255,Pavlodar Airport,PWQ
7256,Semey Airport,PLX
7257,Zaysan Airport,SZI
7258,Aktau Airport,SCO
7259,Atyrau International Airport,GUW
7260,Aktobe Airport,AKX
7261,Arkalyk North Airport,AYK
7262,Kostanay West Airport,KSN
7263,Heydar Aliyev International Airport,GYD
7264,Ganja International Airport,GNJ
7265,Lankaran International Airport,LLK
7266,Nakhchivan Airport,NAJ
7267,Gabala International Airport,GBB
7268,Zaqatala International Airport,ZTU
7269,Zangilan International Airport,ZZE
7270,Yevlakh Airport,YLV
7271,Buin Airport,UBI
7272,Shirak International Airport,LWN
7273,Zvartnots International Airport,EVN
7274,Batagay Airport,BQJ
7275,Sakkyryr Airport,SUK
7276,Ust-Kuyga Airport,UKG
7277,Talakan Airport,TLK
7278,Aldan Airport,ADH
7279,Yakutsk Airport,YKS
7280,Chulman Airport,NER
7281,Moma Airport,MQJ
7282,Magan Airport,GYG
7283,Olyokminsk Airport,OLZ
7284,Ust-Nera Airport,USR
7285,Ust-Maya Airport,UMS
7286,Verkhnevilyuisk Airport,VHV
7287,Nyurba Airport,NYR
7288,Suntar Airport,SUY
7289,Vilyuisk Airport,VYI
7290,Lensk Airport,ULK
7291,Olenyok Airport,ONK
7292,Polyarny Airport,PYJ
7293,Mirny Airport,MJZ
7294,Saskylakh Airport,SYS
7295,Belaya Gora Airport,BGN
7296,Srednekolymsk Airport,SEK
7297,Chokurdakh Airport,CKH
7298,Cherskiy Airport,CYX
7299,Tiksi Airport,IKS
7300,Zyryanka Airport,ZKP
7301,Kisoro Airport,KXO
7302,Savannah Airstrip,KHX
7303,Moyo Airport,OYG
7304,Ugashik Bay Airport,UGB
7305,David the Builder Kutaisi International Airport,KUT
7306,Batumi International Airport,BUS
7307,Sukhumi Babushara /  Vladislav Ardzinba International Airport,SUI
7308,Tbilisi International Airport,TBS
7309,Ignatyevo Airport,BQS
7310,Zeya Airport,EYA
7311,Tynda Airport,TYD
7312,Khabarovsk Novy Airport,KHV
7313,Komsomolsk-on-Amur Airport,KXK
7314,Sovetskaya Gavan (Maygatka) Airport,GVN
7315,Ugolny Yuri Ryktheu Airport,DYR
7316,Provideniya Bay Airport,PVS
7317,Keperveem Airport,KPW
7318,Sokol Airport,GDX
7319,Markovo Airport,KVM
7320,Pevek Airport,PWE
7321,Severo-Evensk Airport,SWV
7322,Bogorodskoye Airport,BQG
7323,Nikolayevsk-na-Amure Airport,NLI
7324,Okhotsk Airport,OHO
7325,Yelizovo Airport,PKC
7326,Burevestnik Airport,BVV
7327,Okha Airport,OHH
7328,Iturup Airport,ITU
7329,Shakhtyorsk Airport,EKS
7330,Yuzhno-Kurilsk Mendeleyevo Airport,DEE
7331,Zonalnoye Airport,ZZO
7332,Yuzhno-Sakhalinsk Airport,UUS
7333,Amgu Airport,AEM
7334,Svetlaya Airport,ETL
7335,Yedinka Airport,EDN
7336,Kavalerovo Airport,KVR
7337,Plastun Airport,TLY
7338,Terney Airport,NEI
7339,Vladivostok International Airport,VVO
7340,Chita-Kadala International Airport,HTA
7341,Chara Airport,CZR
7342,Bratsk Airport,BTK
7343,Ust-Ilimsk Airport,UIK
7344,Irkutsk International Airport,IKT
7345,Bodaybo Airport,ODO
7346,Yerbogachen Airport,ERG
7347,Kirensk Airport,KCK
7348,Preobrazheniye Airport,RZH
7349,Ust-Kut Airport,UKX
7350,Nizhneangarsk International Airport,NZG
7351,Baikal International Airport,UUD
7352,Ujae Atoll Airport,UJE
7353,Uljin Airport,UJN
7354,Boryspil International Airport,KBP
7355,Kramatorsk Airport,KRQ
7356,Mariupol International Airport,MPW
7357,Berdyansk Airport,ERD
7358,Dnipro International Airport,DNK
7359,Zaporizhzhia International Airport,OZH
7360,Kryvyi Rih International Airport,KWG
7361,Sevastopol International Airport / Belbek Air Base,UKS
7362,Simferopol International Airport,SIP
7363,Kerch Airport,KHC
7364,Mukhaizna Airport,UKH
7365,Kharkiv International Airport,HRK
7366,Suprunovka Airport,PLV
7367,Sumy Airport,UMY
7368,Cherkasy International Airport,CKC
7369,Kirovograd Airport,KGO
7370,Ihor Sikorsky Kyiv International Airport (Zhuliany),IEV
7371,Zhytomyr Airport,ZTR
7372,Lutsk Airport,UCK
7373,Khmelnytskyi Airport,HMJ
7374,Ivano-Frankivsk International Airport,IFO
7375,Lviv International Airport,LWO
7376,Chernivtsi International Airport,CWC
7377,Rivne International Airport,RWN
7378,Ternopil International Airport,TNL
7379,Uzhhorod International Airport,UDJ
7380,Kherson International Airport,KHE
7381,Mykolaiv International Airport,NLV
7382,Odessa International Airport,ODS
7383,Vinnytsia/Gavyryshivka International Airport,VIN
7384,Talagi Airport,ARH
7385,Vaskovo Airport,VKV
7386,Leshukonskoye Airport,LDG
7387,Naryan Mar Airport,NNM
7388,Solovki Airport,CSH
7389,Cherepovets Airport,CEE
7390,Amderma Airport,AMV
7391,Varandey Airport,VRI
7392,Majeed Bin Abdulaziz Airport,ULH
7393,Kotlas Airport,KSZ
7394,Pulkovo Airport,LED
7395,Kirovsk-Apatity Airport,KVK
7396,Murmansk Airport,MMK
7397,Pskov Airport,PKV
7398,Petrozavodsk Airport,PES
7399,Vologda Airport,VGD
7400,Brest Airport,BQT
7401,Gomel Airport,GME
7402,Vitebsk Vostochny Airport,VTB
7403,Khrabrovo Airport,KGD
7404,Hrodna Airport,GNA
7405,Minsk National Airport,MSQ
7406,Mogilev Airport,MVQ
7407,Abakan International Airport,ABA
7408,Barnaul Airport,BAX
7409,Gorno-Altaysk Airport,RGK
7410,Kemerovo Airport,KEJ
7411,Baykit Airport,BKA
7412,Yeniseysk Airport,EIE
7413,Yartsevo Airport,YAE
7414,Podkamennaya Tunguska Airport,TGP
7415,Severo-Yeniseysk Airport,VEO
7416,Tura Mountain Airport,GOY
7417,Vanavara Airport,VAQ
7418,Boguchany Airport,BGS
7419,Kodinsk Airport,KNY
7420,Krasnoyarsk International Airport,KJA
7421,Krasnoyarsk Cheremshanka Airport,KCY
7422,Achinsk Airport,ACS
7423,Kyzyl Airport,KYZ
7424,Novosibirsk Tolmachevo Airport,OVB
7425,Omsk Central Airport,OMS
7426,Strezhevoy Airport,SWT
7427,Bogashevo Airport,TOF
7428,Spichenkovo Airport,NOZ
7429,Dikson Airport,DKS
7430,Khatanga Airport,HTG
7431,Svetlogorsk Airport,SES
7432,Igarka Airport,IAA
7433,Norilsk-Alykel Airport,NSK
7434,Turukhansk Airport,THX
7435,Anapa Vityazevo Airport,AAQ
7436,Yeysk Airport,EIK
7437,Gelendzhik Airport,GDZ
7438,Krasnodar Pashkovsky International Airport,KRR
7439,Makhachkala Uytash International Airport,MCX
7440,Mineralnyye Vody Airport,MRV
7441,Nalchik Airport,NAL
7442,Vladikavkaz Beslan International Airport,OGZ
7443,Magas Airport,IGT
7444,Stavropol Shpakovskoye Airport,STW
7445,Platov International Airport,ROV
7446,Taganrog Yuzhny Airport,TGK
7447,Sochi International Airport,AER
7448,Astrakhan Narimanovo Boris M. Kustodiev International Airport,ASF
7449,Elista Airport,ESL
7450,Volgograd International Airport,VOG
7451,Cape Air Seaplanes on Boston Harbor Seaplane Base,BNH
7452,Williston Basin International Airport,XWA
7453,Spirit Lake Municipal Airport,RTL
7454,Mertarvik Airport,WWT
7455,Pilot Station Airport,PQS
7456,Chelyabinsk Balandino Airport,CEK
7457,Magnitogorsk International Airport,MQF
7458,Sabetta International Airport,SBT
7459,Bovanenkovo Airport,BVJ
7460,Salekhard Airport,SLY
7461,Mys Kamenny Airport,YMK
7462,Krasnoselkup Airport,KKQ
7463,Tarko-Sale Airport,TQL
7464,Urengoy Airport,UEN
7465,Berezovo Airport,EZV
7466,Khanty Mansiysk Airport,HMA
7467,Igrim Airport,IRM
7468,Kondinskoye Airport,KXD
7469,Nyagan Airport,NYA
7470,Sovetskiy Airport,OVS
7471,Uray Airport,URJ
7472,Beloyarskiy Airport,EYK
7473,Izhevsk Airport,IJK
7474,Pobedilovo Airport,KVX
7475,Nadym Airport,NYM
7476,Novy Urengoy Airport,NUX
7477,Nizhnevartovsk Airport,NJC
7478,Perm International Airport,PEE
7479,Kogalym International Airport,KGP
7480,Nefteyugansk Airport,NFG
7481,Noyabrsk Airport,NOJ
7482,Surgut Airport,SGC
7483,Koltsovo Airport,SVX
7484,Remezov Airport,RMZ
7485,Tobolsk Airport,TOX
7486,Roshchino International Airport,TJM
7487,Kurgan Airport,KRO
7488,Balkanabat Airport,BKN
7489,Monument Valley Airport,GMV
7490,Ashgabat International Airport,ASB
7491,Turkmenbashi International Airport,KRW
7492,Mary International Airport,MYP
7493,Daşoguz Airport,TAZ
7494,Türkmenabat International Airport,CRZ
7495,Dushanbe Airport,DYU
7496,Kulob Airport,TJU
7497,Khujand Airport,LBD
7498,Qurghonteppa International Airport,KQT
7499,Andizhan Airport,AZN
7500,Fergana International Airport,FEG
7501,Kokand Airport,OQN
7502,Namangan Airport,NMA
7503,Muynak Airport,MOK
7504,Nukus Airport,NCU
7505,Urgench Airport,UGC
7506,Navoi Airport,NVI
7507,Bukhara International Airport,BHK
7508,Karshi Airport,KSQ
7509,Sugraly Airport,AFS
7510,Samarkand Airport,SKD
7511,Termez Airport,TMJ
7512,Tashkent International Airport,TAS
7513,Ustupu Airport,UTU
7514,Kostroma Sokerkino Airport,KMW
7515,Grabtsevo Airport,KLF
7516,Ivanovo South Airport,IWA
7517,Staroselye Airport,RYB
7518,Bryansk Airport,BZK
7519,Zhukovsky International Airport,ZIA
7520,Domodedovo International Airport,DME
7521,Tunoshna Airport,IAR
7522,Sheremetyevo International Airport,SVO
7523,Migalovo Air Base,KLD
7524,Ostafyevo International Airport,OSF
7525,Chkalovskiy Air Base,CKL
7526,Belgorod International Airport,EGO
7527,Kursk East Airport,URS
7528,Lipetsk Airport,LPK
7529,Voronezh International Airport,VOZ
7530,Donskoye Airport,TBW
7531,Manumu Airport,UUU
7532,Klokovo Airfield,TYA
7533,Vnukovo International Airport,VKO
7534,Ukhta Airport,UCT
7535,Inta Airport,INA
7536,Pechora Airport,PEX
7537,Usinsk Airport,USK
7538,Vorkuta Airport,VKT
7539,Ust-Tsylma Airport,UTS
7540,Syktyvkar Airport,SCW
7541,Nizhny Novgorod Strigino International Airport,GOJ
7542,Bugulma Airport,UUA
7543,Kazan International Airport,KZN
7544,Begishevo Airport,NBC
7545,Yoshkar-Ola Airport,JOK
7546,Cheboksary Airport,CSY
7547,Zhigansk Airport,ZIX
7548,Ulyanovsk Baratayevka Airport,ULV
7549,Ulyanovsk East Airport,ULY
7550,Orenburg Central Airport,REN
7551,Orsk Airport,OSW
7552,Penza Airport,PEZ
7553,Saransk Airport,SKX
7554,Balakovo Airport,BWO
7555,Gagarin International Airport,GSV
7556,Beloretsk Airport,BCX
7557,Oktyabrskiy Airport,OKT
7558,Ufa International Airport,UFA
7559,Kurumoch International Airport,KUF
7560,Shahrisabz Southwest Airport,RBZ
7561,Hope Bay Aerodrome,UZM
7562,Urzhar Airport,UZR
7563,"Rewa Airport, Chorhata, REWA",REW
7564,Diu Airport,DIU
7565,Gondia Airport,GDB
7566,Sardar Vallabh Bhai Patel International Airport,AMD
7567,Akola Airport,AKD
7568,Aurangabad Airport,IXU
7569,Chhatrapati Shivaji International Airport,BOM
7570,Bilaspur Airport,PAB
7571,Bhuj Airport,BHJ
7572,Belagavi Airport,IXG
7573,Vadodara Airport,BDQ
7574,Raja Bhoj International Airport,BHO
7575,Bhavnagar Airport,BHU
7576,Daman Airport,NMB
7577,Guna Airport,GUX
7578,Dabolim Airport,GOI
7579,Hubli Airport,HBX
7580,Rajkot International Airport,HSR
7581,Devi Ahilyabai Holkar Airport,IDR
7582,Jabalpur Airport,JLR
7583,Jamnagar Airport,JGA
7584,Kandla Airport,IXY
7585,Khajuraho Airport,HJR
7586,Kolhapur Airport,KLH
7587,Keshod Airport,IXK
7588,Nanded Airport,NDC
7589,Dr. Babasaheb Ambedkar International Airport,NAG
7590,Nashik Airport,ISK
7591,Pune Airport / Lohagaon Air Force Station,PNQ
7592,Porbandar Airport,PBD
7593,Ratnagiri Airport,RTC
7594,Rajkot Airport,RAJ
7595,Swami Vivekananda Airport,RPR
7596,Shirdi Airport,SAG
7597,Solapur Airport,SSE
7598,Surat Airport,STV
7599,Maharana Pratap Airport,UDR
7600,Bandaranaike International Colombo Airport,CMB
7601,Anuradhapura Airport,ACJ
7602,Batticaloa Airport,BTC
7603,Colombo Ratmalana Airport,RML
7604,Ampara Airport,ADP
7605,Hingurakgoda Air Force Base,HIM
7606,Jaffna International Airport,JAF
7607,Koggala Airport,KCT
7608,Katukurunda Air Force Base,KTY
7609,Sigiriya Air Force Base,GIU
7610,China Bay Airport,TRR
7611,Weerawila Airport,WRZ
7612,Mattala Rajapaksa International Airport,HRI
7613,Battambang Airport,BBM
7614,Kampong Chhnang Airport,KZC
7615,Koh Kong Airport,KKZ
7616,Mondulkiri Airport,MWV
7617,Phnom Penh International Airport,PNH
7618,Ratanakiri Airport,RBE
7619,Siem Reap-Angkor International Airport,SAI
7620,Stung Treng Airport,TNX
7621,Sihanoukville International Airport,KOS
7622,Krakor Airport,KZD
7623,Lagunillas Airport,LGY
7624,Kamarata Airport,KTV
7625,Macagua Airport,SFX
7626,San Salvador de Paul Airport,SVV
7627,Wonken Airport,WOK
7628,El Tigre Airport,ELX
7629,Darbhanga Airport,DBR
7630,Azamgarh Airport,AZH
7631,Along Airport,IXV
7632,Agartala - Maharaja Bir Bikram Airport,IXA
7633,Bagdogra Airport,IXB
7634,Balurghat Airport,RGH
7635,Shillong Airport,SHL
7636,Biju Patnaik Airport,BBI
7637,Netaji Subhash Chandra Bose International Airport,CCU
7638,Cooch Behar Airport,COH
7639,Chitrakoot Airport,CWK
7640,Dhanbad Airport,DBD
7641,Kazi Nazrul Islam Airport,RDP
7642,Daporijo Airport,DEP
7643,Gorakhpur Airport,GOP
7644,Lokpriya Gopinath Bordoloi International Airport,GAU
7645,Gaya Airport,GAY
7646,Imphal Airport,IMF
7647,Jharsuguda Airport,JRG
7648,Jeypore Airport,PYB
7649,Sonari Airport,IXW
7650,Jorhat Airport,JRH
7651,Kushinagar International Airport,KBK
7652,Kamalpur Airport,IXQ
7653,Kailashahar Airport,IXH
7654,Silchar Airport,IXS
7655,Khowai Airport,IXN
7656,Lengpui Airport,AJL
7657,Lilabari North Lakhimpur Airport,IXI
7658,Malda Airport,LDA
7659,Dibrugarh Airport,DIB
7660,Dimapur Airport,DMU
7661,Muzaffarpur Airport,MZU
7662,Pasighat Airport,IXT
7663,Jay Prakash Narayan Airport,PAT
7664,Birsa Munda Airport,IXR
7665,Rourkela Airport,RRK
7666,Rupsi Airport,RUP
7667,Tezpur Airport,TEZ
7668,Visakhapatnam Airport,VTZ
7669,Ziro Airport,ZER
7670,Road Town Seaplane Base,RAD
7671,Barisal Airport,BZL
7672,Cox's Bazar Airport,CXB
7673,Comilla Airport,CLA
7674,Shah Amanat International Airport,CGP
7675,Ishurdi Airport,IRD
7676,Jessore Airport,JSR
7677,Shah Mokhdum Airport,RJH
7678,Saidpur Airport,SPD
7679,Thakurgaon Airport,TKR
7680,Shamshernagar Airport,ZHM
7681,Osmany International Airport,ZYL
7682,Hazrat Shahjalal International Airport,DAC
7683,Hong Kong International Airport,HKG
7684,Shun Tak Heliport,HHP
7685,Charlotte Amalie Harbor Seaplane Base,SPB
7686,Christiansted Harbor Seaplane Base,SSB
7687,Agra Airport / Agra Air Force Station,AGR
7688,Aligarh Airport,HRH
7689,Prayagraj Airport,IXD
7690,Sri Guru Ram Dass Jee International Airport,ATQ
7691,Adampur Airport,AIP
7692,Nal Airport,BKB
7693,Lal Bahadur Shastri Airport,VNS
7694,Kullu Manali Airport,KUU
7695,Bhatinda Air Force Station,BUP
7696,Bareilly Air Force Station,BEK
7697,Chandigarh International Airport,IXC
7698,Kanpur Airport,KNU
7699,Dehradun Jolly Grant Airport,DED
7700,Indira Gandhi International Airport,DEL
7701,Hindon Airport / Hindon Air Force Station,HDO
7702,Kangra Airport,DHM
7703,Gwalior Airport,GWL
7704,Hisar Airport,HSS
7705,Jodhpur Airport,JDH
7706,Jaipur International Airport,JAI
7707,Jaisalmer Airport,JSA
7708,Jammu Airport,IXJ
7709,Kishangarh Airport Ajmer,KQH
7710,Kota Airport,KTU
7711,Ludhiana Airport,LUH
7712,Leh Kushok Bakula Rimpochee Airport,IXL
7713,Chaudhary Charan Singh International Airport,LKO
7714,Moradabad Airport,MZS
7715,Pathankot Airport,IXP
7716,Pantnagar Airport,PGH
7717,Shimla Airport,SLV
7718,Sarsawa Air Force Station,SWN
7719,Sheikh ul Alam International Airport,SXR
7720,Satna Airport,TNI
7721,Shravasti Airport,VSV
7722,Vivigani Airfield,VIV
7723,Gurue Airport,VJQ
7724,Attopeu Airport,AOU
7725,Ban Huoeisay Airport,HOE
7726,Luang Phabang International Airport,LPQ
7727,Luang Namtha Airport,LXG
7728,Oudomsay Airport,ODY
7729,Pakse International Airport,PKZ
7730,Sayaboury Airport,ZBY
7731,Savannakhet Airport,ZVK
7732,Sam Neua Airport,NEU
7733,Saravane Airport,VNA
7734,Thakhek Airport,THK
7735,Wattay International Airport,VTE
7736,Xieng Khouang Airport,XKH
7737,Xienglom Airport,XIE
7738,Doctor Juan Plate National Airport,VMI
7739,Macau International Airport,MFM
7740,Dong Hoi Airport,VDH
7741,Phu Giao Airport,PHU
7742,Bajhang Airport,BJH
7743,Bhojpur Airport,BHP
7744,Baglung Airport,BGL
7745,Bharatpur Airport,BHR
7746,Bajura Airport,BJU
7747,Baitadi Airport,BIT
7748,Gautam Buddha International Airport,BWA
7749,Bhadrapur Airport,BDP
7750,Tulsipur Airport,DNP
7751,Dhangarhi Airport,DHI
7752,Darchula Airport,DAP
7753,Dolpa Airport,DOP
7754,Silgadi Doti Airport,SIH
7755,Palungtar Airport,GKH
7756,Jiri Airport,JIR
7757,Jumla Airport,JUM
7758,Janakpur Airport,JKR
7759,Jomsom Airport,JMO
7760,Tribhuvan International Airport,KTM
7761,Lamidanda Airport,LDN
7762,Lukla Airport,LUA
7763,Langtang Airport,LTG
7764,Manang Airport,NGX
7765,Meghauli Airport,MEY
7766,Mahendranagar Airport,XMG
7767,Nepalgunj Airport,KEP
7768,Phaplu Airport,PPL
7769,Rajbiraj Airport,RJB
7770,Ramechhap Airport,RHP
7771,Rukum Chaurjahari Airport,RUK
7772,Rolpa Airport,RPA
7773,Rumjatar Airport,RUM
7774,Syangboche Airport,SYH
7775,Simara Airport,SIF
7776,Surkhet Airport,SKH
7777,Sanfebagar Airport,FEB
7778,Simikot Airport,IMK
7779,Taplejung Airport,TPJ
7780,Tikapur Airport,TPU
7781,Tumling Tar Airport,TMI
7782,Biratnagar Airport,BIR
7783,Murod Kond Airport,LTU
7784,Tuticorin Airport,TCR
7785,Agatti Airport,AGX
7786,Bellary Airport,BEP
7787,Kempegowda International Airport,BLR
7788,Bidar Airport / Bidar Air Force Station,IXX
7789,Vijayawada Airport,VGA
7790,Coimbatore International Airport,CJB
7791,Cochin International Airport,COK
7792,Calicut International Airport,CCJ
7793,Kadapa Airport,CDP
7794,Car Nicobar Air Force Base,CBD
7795,Kalaburagi Airport,GBI
7796,Rajiv Gandhi International Airport,HYD
7797,Begumpet Airport,BPM
7798,Kannur International Airport,CNN
7799,Kurnool Airport,KJB
7800,Madurai Airport,IXM
7801,Mangalore International Airport,IXE
7802,Chennai International Airport,MAA
7803,Mysore Airport,MYQ
7804,Veer Savarkar International Airport / INS Utkrosh,IXZ
7805,Pondicherry Airport,PNY
7806,Sri Sathya Sai Airport,PUT
7807,Basanth Nagar Airport,RMD
7808,Rajahmundry Airport,RJA
7809,Salem Airport,SXV
7810,Sindhudurg Airport,SDW
7811,Thanjavur Air Force Station,TJV
7812,Tirupati Airport,TIR
7813,Tiruchirappalli International Airport,TRZ
7814,Thiruvananthapuram International Airport,TRV
7815,Warangal Airport,WGC
7816,Yongphulla Airport,YON
7817,Bathpalathang Airport,BUT
7818,Gelephu Airport,GLU
7819,Paro International Airport,PBH
7820,Hoarafushi Airport,HRF
7821,Kulhudhuffushi Airport,HDK
7822,Maafaru International Airport,NMF
7823,Ifuru Airport,IFU
7824,Dharavandhoo Airport,DRV
7825,Fuvahmulah Airport,FVM
7826,Gan International Airport,GAN
7827,Hanimaadhoo Airport,HAQ
7828,Kadhdhoo Airport,KDO
7829,Malé International Airport,MLE
7830,Kooddoo Airport,GKK
7831,Kaadedhdhoo Airport,KDM
7832,Dhaalu Atoll Airport,DDD
7833,Villa International Airport Maamigili,VAM
7834,Thimarafushi Airport,TMF
7835,Maavaarulaa Airport,RUL
7836,Don Mueang International Airport,DMK
7837,Sa Pran Nak Airport,KKM
7838,Kamphaeng Saen Airport,KDT
7839,Trat Airport,TDX
7840,Suvarnabhumi Airport,BKK
7841,U-Tapao International Airport,UTP
7842,Chiang Mai International Airport,CNX
7843,Mae Hong Son Airport,HGN
7844,Pai Airport,PYY
7845,Lampang Airport,LPT
7846,Nan Airport,NNT
7847,Phrae Airport,PRH
7848,Mae Fah Luang - Chiang Rai International Airport,CEI
7849,Udorn Air Base,BAO
7850,Phetchabun Airport,PHY
7851,Hua Hin Airport,HHQ
7852,Takhli Airport,TKH
7853,Mae Sot Airport,MAQ
7854,Sukhothai Airport,THS
7855,Phitsanulok Airport,PHS
7856,Tak Airport,TKT
7857,Uttaradit Airport,UTR
7858,Surat Thani Airport,URT
7859,Narathiwat Airport,NAW
7860,Chumphon Airport,CJM
7861,Nakhon Si Thammarat Airport,NST
7862,Krabi Airport,KBV
7863,Songkhla Airport,SGZ
7864,Pattani Airport,PAN
7865,Samui Airport,USM
7866,Phuket International Airport,HKT
7867,Ranong Airport,UNN
7868,Hat Yai International Airport,HDY
7869,Trang Airport,TST
7870,Udon Thani Airport,UTH
7871,Sakon Nakhon Airport,SNO
7872,Surin Airport,PXR
7873,Khon Kaen Airport,KKC
7874,Loei Airport,LOE
7875,Buri Ram Airport,BFV
7876,Nakhon Ratchasima Airport,NAK
7877,Ubon Ratchathani Airport,UBP
7878,Roi Et Airport,ROI
7879,Nakhon Phanom Airport,KOP
7880,Mvuu Camp Airport,VUU
7881,Buon Ma Thuot Airport,BMV
7882,Chu Lai Airport,VCL
7883,Cat Bi International Airport,HPH
7884,Cà Mau Airport,CAH
7885,Cam Ranh International Airport / Cam Ranh Air Base,CXR
7886,Con Dao Airport,VCS
7887,Can Tho International Airport,VCA
7888,Dien Bien Phu Airport,DIN
7889,Lien Khuong Airport,DLI
7890,Da Nang International Airport,DAD
7891,Las Malvinas/Echarate Airport,VVN
7892,Noi Bai International Airport,HAN
7893,Na San Airport,SQH
7894,Phu Bai International Airport,HUI
7895,Phu Cat Airport,UIH
7896,Pleiku Airport,PXU
7897,Phu Quoc International Airport,PQC
7898,Phan Rang Airport,PHA
7899,Rach Gia Airport,VKG
7900,Dong Tac Airport,TBB
7901,Tan Son Nhat International Airport,SGN
7902,Tho Xuan Airport,THD
7903,Van Don International Airport,VDO
7904,Vinh Airport,VII
7905,Vung Tau Airport,VTG
7906,Ann Airport,VBA
7907,Bagan Airport,NYU
7908,Banmaw Airport,BMO
7909,Bokpyinn Airport,VBP
7910,Chanmyathazi Airport,VBC
7911,Dawei Airport,TVY
7912,Nay Pyi Taw International Airport,NYT
7913,Surbung Airport,SRU
7914,Gangaw Airport,GAW
7915,Gwa Airport,GWA
7916,Hommalinn Airport,HOX
7917,Tilin Airport,TIO
7918,Kengtung Airport,KET
7919,Kanti Airport,KHM
7920,Kalay Airport,KMV
7921,Kyaukpyu Airport,KYP
7922,Kawthoung Airport,KAW
7923,Kyauktu Airport,KYT
7924,Loikaw Airport,LIW
7925,Lashio Airport,LSH
7926,Mandalay International Airport,MDL
7927,Myeik Airport,MGZ
7928,Myitkyina Airport,MYT
7929,Mawlamyine Airport,MNU
7930,Manaung Airport,MGU
7931,Momeik Airport,MOE
7932,Mong Hsat Airport,MOG
7933,Mong Tong Airport,MGK
7934,Magway Airport,MWQ
7935,Monywar Airport,NYW
7936,Namsang Airport,NMS
7937,Namtu Airport,NMT
7938,Hpa-N Airport,PAA
7939,Pauk Airport,PAU
7940,Pathein Airport,BSX
7941,Hpapun Airport,PPU
7942,Putao Airport,PBU
7943,Pakhokku Airport,PKK
7944,Pyay Airport,PRU
7945,Sittwe Airport,AKY
7946,Thandwe Airport,SNW
7947,Tachileik Airport,THL
7948,Ye Airport,XYE
7949,Yangon International Airport,RGN
7950,Friday Harbor Seaplane Base,FBS
7951,Rosario Seaplane Base,RSJ
7952,Kenmore Air Harbor Seaplane Base,LKE
7953,Roche Harbor Airport,RCE
7954,Maranggo Airport,TQQ
7955,Westsound/WSX Seaplane Base,WSX
7956,Hasanuddin International Airport,UPG
7957,Frans Kaisiepo Airport,BIK
7958,Moanamani Airport,ONI
7959,Kornasoren Airport,FOO
7960,Deiyai / Waghete Baru Airport,WET
7961,Ilaga Airport,ILA
7962,Kokonao Airport,KOX
7963,Mozes Kilangin Airport,TIM
7964,Enarotali Airport,EWI
7965,Andriamena Airport,WAD
7966,Selaparang Airport,AMI
7967,Sultan Muhammad Salahuddin Airport,BMU
7968,Ngurah Rai (Bali) International Airport,DPS
7969,Lombok International Airport,LOP
7970,Sumbawa Besar Airport,SWQ
7971,Tambolaka Airport,TMC
7972,Umbu Mehang Kunda Airport,WGP
7973,Pitu Airport,OTI
7974,Toraja Airport,TRT
7975,Bua - Palopo Lagaligo Airport,LLO
7976,Mutiara - SIS Al-Jufrie Airport,PLW
7977,Tampa Padang Airport,MJU
7978,Andi Jemma Airport,MXB
7979,Kasiguncu Airport,PSJ
7980,Tanjung Api Airport,OJU
7981,Syukuran Aminuddin Amir Airport,LUW
7982,Haji Muhammad Sidik Airport,HMS
7983,Seruyan Kuala Pembuang Airport,KLP
7984,Tjilik Riwut Airport,PKY
7985,Yogyakarta International Airport,YIA
7986,Tunggul Wulung Airport,CXP
7987,Dewadaru Airport,KWB
7988,Bokondini Airport,BUI
7989,Mararena Sarmi Airport,ZRM
