,name,iata_code
805,Region of Waterloo International Airport,YKF
806,Kangiqsujuaq (Wakeham Bay) Airport,YWB
807,Key Lake Airport,YKJ
808,Schefferville Airport,YKL
809,Kincardine Municipal Airport,YKD
810,Akulivik Airport,AKV
811,Waskaganish Airport,YKQ
812,Kirkland Lake Airport,YKX
813,Kindersley Airport,YKY
814,Aupaluk Airport,YPJ
815,Lac La Biche Airport,YLB
816,Kimmirut Airport,YLC
817,Chapleau Airport,YLD
818,Lansdowne House Airport,YLH
819,Meadow Lake Airport,YLJ
820,Lutselk'e Airport,YSG
821,Lloydminster Airport,YLL
822,La Tuque Airport,YLQ
823,Leaf Rapids Airport,YLR
824,Barrie-Lake Simcoe Regional Airport,YLK
825,Alert Airport,YLT
826,Kangiqsualujjuaq (Georges River) Airport,XGR
827,Kelowna International Airport,YLW
828,Chatham Seaplane Base,CYM
829,Mayo Airport,YMA
830,Matane Airport,YME
831,Manitouwadge Airport,YMG
832,Mary's Harbour Airport,YMH
833,Moose Jaw Air Vice Marshal C. M. McEwen Airport,YMJ
834,Charlevoix Airport,YML
835,Fort McMurray Airport,YMM
836,Moosonee Airport,YMO
837,Chapais Airport,YMT
838,Umiujaq Airport,YUD
839,Maniwaki Airport,YMW
840,Montreal International (Mirabel) Airport,YMX
841,Natashquan Airport,YNA
842,Wemindji Airport,YNC
843,Ottawa / Gatineau Airport,YND
844,Norway House Airport,YNE
845,Hudson's Hope Airport,YNH
846,Langley Airport,YLY
847,Points North Landing Airport,YNL
848,Matagami Airport,YNM
849,Fort Mackay / Horizon Airport,HZP
850,Ekati Airport,YOA
851,Old Crow Airport,YOC
852,CFB Cold Lake,YOD
853,Oxford House Airport,YOH
854,High Level Airport,YOJ
855,Oshawa Executive Airport,YOO
856,Rainbow Lake Airport,YOP
857,Owen Sound / Billy Bishop Regional Airport,YOS
858,Ottawa Macdonald-Cartier International Airport,YOW
859,Prince Albert Glass Field,YPA
860,Paulatuk (Nora Aliqatchialuk Ruben) Airport,YPC
861,Port Hawkesbury Airport,YPS
862,Peace River Airport,YPE
863,Portage-la-Prairie / Southport Airport,YPG
864,Inukjuak Airport,YPH
865,Pickle Lake Airport,YPL
866,Pikangikum Airport,YPM
867,Port-Menier Airport,YPN
868,Peawanuck Airport,YPO
869,Peterborough Municipal Airport,YPQ
870,Prince Rupert Airport,YPR
871,Powell River Airport,YPW
872,Puvirnituq Airport,YPX
873,Fort Chipewyan Airport,YPY
874,Burns Lake Airport,YPZ
875,Muskoka Airport,YQA
876,Quebec Jean Lesage International Airport,YQB
877,The Pas Airport,YQD
878,Red Deer Regional Airport,YQF
879,Windsor Airport,YQG
880,Watson Lake Airport,YQH
881,Yarmouth Airport,YQI
882,Kenora Airport,YQK
883,Lethbridge County Airport,YQL
884,Greater Moncton Roméo LeBlanc International Airport,YQM
885,Nakina Airport,YQN
886,Comox Valley Airport / CFB Comox,YQQ
887,Regina International Airport,YQR
888,St Thomas Municipal Airport,YQS
889,Thunder Bay Airport,YQT
890,Grande Prairie Airport,YQU
891,Yorkton Municipal Airport,YQV
892,North Battleford Airport,YQW
893,Gander International Airport / CFB Gander,YQX
894,Sydney / J.A. Douglas McCurdy Airport,YQY
895,Quesnel Airport,YQZ
896,Rae Lakes Airport,YRA
897,Resolute Bay Airport,YRB
898,Rivière-du-Loup Airport,YRI
899,Roberval Airport,YRJ
900,Red Lake Airport,YRL
901,Rocky Mountain House Airport,YRM
902,Ottawa / Rockcliffe Airport,YRO
903,Trois-Rivières Airport,YRQ
904,Red Sucker Lake Airport,YRS
905,Rankin Inlet Airport,YRT
906,Revelstoke Airport,YRV
907,Sudbury Airport,YSB
908,Sherbrooke Airport,YSC
909,Canadian Forces Base Suffield Heliport,YSD
910,Squamish Airport,YSE
911,Stony Rapids Airport,YSF
912,Smiths Falls-Montague (Russ Beach) Airport,YSH
913,Saint John Airport,YSJ
914,Sanikiluaq Airport,YSK
915,Saint-Léonard Airport,YSL
916,Fort Smith Airport,YSM
917,Niagara District Airport,YCM
918,Marathon Airport,YSP
919,St. Theresa Point Airport,YST
920,Summerside Airport,YSU
921,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,YSY
922,Pembroke Airport,YTA
923,Cape Dorset Airport,YTE
924,Alma Airport,YTF
925,Thompson Airport,YTH
926,Big Trout Lake Airport,YTL
927,Tasiujaq Airport,YTQ
928,CFB Trenton,YTR
929,Timmins/Victor M. Power,YTS
930,Billy Bishop Toronto City Centre Airport,YTZ
931,Tuktoyaktuk / James Gruben Airport,YUB
932,Montreal / Pierre Elliott Trudeau International Airport,YUL
933,Naujaat Airport,YUT
934,Hall Beach Airport,YUX
935,Rouyn Noranda Airport,YUY
936,Bonaventure Airport,YVB
937,La Ronge Airport,YVC
938,Vermilion Airport,YVG
939,Vernon Regional Airport,YVE
940,Tommy Kochon Airport,YCK
941,Qikiqtarjuaq Airport,YVM
942,Val-d'Or Airport,YVO
943,Kuujjuaq Airport,YVP
944,Norman Wells Airport,YVQ
945,Vancouver International Airport,YVR
946,Buffalo Narrows Airport,YVT
947,Wiarton Airport,YVV
948,Deer Lake Airport,YVZ
949,Petawawa Airport,YWA
950,Winnipeg / James Armstrong Richardson International Airport,YWG
951,Victoria Harbour Seaplane Base,YWH
952,Déline Airport,YWJ
953,Wabush Airport,YWK
954,Williams Lake Airport,YWL
955,Webequie Airport,YWP
956,Wrigley Airport,YWY
957,Cranbrook/Canadian Rockies International Airport,YXC
958,Saskatoon John G. Diefenbaker International Airport,YXE
959,Medicine Hat Regional Airport,YXH
960,Fort St John / North Peace Regional Airport,YXJ
961,Rimouski Airport,YXK
962,Sioux Lookout Airport,YXL
963,Whale Cove Airport,YXN
964,Pangnirtung Airport,YXP
965,Beaver Creek Airport,YXQ
966,Earlton (Timiskaming Regional) Airport,YXR
967,Prince George Airport,YXS
968,Northwest Regional Airport Terrace-Kitimat,YXT
969,London Airport,YXU
970,Abbotsford International Airport,YXX
971,Whitehorse / Erik Nielsen International Airport,YXY
972,Wawa Airport,YXZ
973,North Bay Jack Garland Airport,YYB
974,Calgary International Airport,YYC
975,Smithers Airport,YYD
976,Fort Nelson Airport,YYE
977,Penticton Airport,YYF
978,Charlottetown Airport,YYG
979,Taloyoak Airport,YYH
980,Victoria International Airport,YYJ
981,Lynn Lake Airport,YYL
982,Cowley Airport,YYM
983,Swift Current Airport,YYN
984,Churchill Airport,YYQ
985,Goose Bay Airport,YYR
986,St. John's International Airport,YYT
987,Kapuskasing Airport,YYU
988,Armstrong Airport,YYW
989,Mont Joli Airport,YYY
990,Toronto Lester B. Pearson International Airport,YYZ
991,Gore Bay Manitoulin Airport,YZE
992,Yellowknife International Airport,YZF
993,Salluit Airport,YZG
994,Slave Lake Airport,YZH
995,Sandspit Airport,YZP
996,Chris Hadfield Airport,YZR
997,Coral Harbour Airport,YZS
998,Port Hardy Airport,YZT
999,Whitecourt Airport,YZU
1000,Sept-Îles Airport,YZV
1001,Teslin Airport,YZW
1002,CFB Greenwood,YZX
1003,York Landing Airport,ZAC
1004,Shuswap Regional Airport,YSN
1005,Boundary Bay Airport,YDT
1006,Ilford Airport,ILF
1007,Bathurst Airport,ZBF
1008,Bromont (Roland Désourdy) Airport,ZBM
1009,Kelsey Airport,KES
1010,Eastmain River Airport,ZEM
1011,Faro Airport,ZFA
1012,Fond-du-Lac Airport,ZFD
1013,Pukatawagan Airport,XPK
1014,Fort Mcpherson Airport,ZFM
1015,Tulita Airport,ZFN
1016,Grand Forks Airport,ZGF
1017,Gods River Airport,ZGI
1018,Little Grand Rapids Airport,ZGR
1019,High Prairie Airport,ZHP
1020,Corazón de Jesús Airport,CZJ
1021,Jenpeg Airport,ZJG
1022,Swan River Airport,ZJN
1023,Cascade Locks State Airport,CZK
1024,Kashechewan Airport,ZKE
1025,Thicket Portage Airport,YTD
1026,Muskrat Dam Airport,MSA
1027,South Cariboo Region / 108 Mile Airport,ZMH
1028,Pikwitonei Airport,PIW
1029,Masset Airport,ZMT
1030,Chisana Airport,CZN
1031,Poplar River Airport,XPP
1032,Chistochina Airport,CZO
1033,Sachigo Lake Airport,ZPB
1034,Pincher Creek Airport,WPC
1035,Pinehouse Lake Airport,ZPO
1036,Round Lake (Weagamow Lake) Airport,ZRJ
1037,Sandy Lake Airport,ZSJ
1038,South Indian Lake Airport,XSI
1039,Stewart Airport,ZST
1040,Prince Rupert/Seal Cove Seaplane Base,ZSW
1041,Bloodvein River Airport,YDV
1042,Shamattawa Airport,ZTM
1043,Ignace Municipal Airport,ZUC
1044,Churchill Falls Airport,ZUM
1045,Lac Brochet Airport,XLB
1046,Wollaston Lake Airport,ZWL
1047,Canandaigua Airport,IUA
1048,Delta Junction Airport,DJN
1049,Mostaganem Airport,MQV
1050,Blida Airport,QLD
1051,Bou Saada Airport,BUJ
1052,Soummam–Abane Ramdane Airport,BJA
1053,Houari Boumediene Airport,ALG
1054,Djanet Inedbirene Airport,DJG
1055,Illizi Takhamalt Airport,VVZ
1056,Ain Arnat Airport,QSF
1057,Aguenar – Hadj Bey Akhamok Airport,TMR
1058,Jijel Ferhat Abbas Airport,GJL
1059,Mecheria Airport,MZW
1060,Annaba Rabah Bitat Airport,AAE
1061,Mohamed Boudiaf International Airport,CZL
1062,Oum El Bouaghi Air Base,QMH
1063,Cheikh Larbi Tébessi Airport,TEE
1064,Batna Mostefa Ben Boulaid Airport,BLJ
1065,Daup Airport,DAF
1066,Hassi R'Mel Airport,HRM
1067,Tsletsi Airport,QDJ
1068,Dathina Airport,DAH
1069,Dabo Airport,DAO
1070,Abdelhafid Boussouf Bou Chekif Airport,TID
1071,Tindouf Airport,TIN
1072,Chlef Aboubakr Belkaid International Airport,CFK
1073,Oran Tafraoui Airport,TAF
1074,Zenata – Messali El Hadj Airport,TLM
1075,Oran Es-Sénia (Ahmed Ben Bella) International Airport,ORN
1076,Béchar Boudghene Ben Ali Lotfi Airport,CBH
1077,Sidi Bel Abbes Airport,BFW
1078,Ghriss Airport,MUW
1079,El Bayadh Airport,EBH
1080,In Guezzam Airport,INF
1081,Bordj Badji Mokhtar Airport,BMW
1082,Touat Cheikh Sidi Mohamed Belkebir Airport,AZR
1083,Biskra - Mohamed Khider Airport,BSK
1084,El Golea Airport,ELG
1085,Noumérat - Moufdi Zakaria Airport,GHA
1086,Hassi Messaoud-Oued Irara Krim Belkacem Airport,HME
1087,In Salah Airport,INZ
1088,Touggourt Sidi Madhi Airport,TGR
1089,Laghouat - Molay Ahmed Medeghri Airport,LOO
1090,Guemar Airport,ELU
1091,Timimoun Airport,TMX
1092,Ain Beida Airport,OGX
1093,Zarzaitine - In Aménas Airport,IAM
1094,Cadjehoun Airport,COO
1095,Djougou Airport,DJA
1096,Kandi Airport,KDC
1097,Natitingou Airport,NAE
1098,Parakou Airport,PKO
1099,Savé Airport,SVF
1100,Baicheng Chang'an Airport,DBC
1101,Dutch Bay SPB,DBK
1102,Debepare Airport,DBP
1103,Dambulu Oya Tank Seaplane Base,DBU
1104,Dubai Creek SPB,DCG
1105,Dahl Creek Airport,DCK
1106,Dodoima Airport,DDM
1107,Deqing Moganshan Airport,DEQ
1108,Derim Airport,DER
1109,Nop Goliat Dekai Airport,DEX
1110,Kaya Airport,XKY
1111,Ouahigouya Airport,OUG
1112,Djibo Airport,XDJ
1113,Leo Airport,XLU
1114,Po Airport,PUP
1115,Boulsa Airport,XBO
1116,Bogande Airport,XBG
1117,Diapaga Airport,DIP
1118,Dori Airport,DOR
1119,Fada N'gourma Airport,FNG
1120,Gorom-Gorom Airport,XGG
1121,Kantchari Airport,XKA
1122,Tambao Airport,TMQ
1123,Pama Airport,XPA
1124,Arly Airport,ARL
1125,Sebba Airport,XSE
1126,Tenkodogo Airport,TEG
1127,Zabré Airport,XZA
1128,Ouagadougou Airport,OUA
1129,Banfora Airport,BNR
1130,Dedougou Airport,DGU
1131,Gaoua Airport,XGA
1132,Nouna Airport,XNU
1133,Bobo Dioulasso Airport,BOY
1134,Tougan Airport,TUQ
1135,Diebougou Airport,XDE
1136,Aribinda Airport,XAR
1137,Kotoka International Airport,ACC
1138,Tamale Airport,TML
1139,Wa Airport,WZA
1140,Dandugama Seaplane Base,DGM
1141,Kumasi Airport,KMS
1142,Sunyani Airport,NYI
1143,Takoradi Airport,TKD
1144,Deer Harbor SPB,DHB
1145,Dalnegorsk Airport,DHG
1146,Ad-Dali Airport,DHL
1147,Aboisso Airport,ABO
1148,Félix-Houphouët-Boigny International Airport,ABJ
1149,Abengourou Airport,OGO
1150,Boundiali Airport,BXI
1151,Bouaké Airport,BYK
1152,Bouna Airport,BQO
1153,Soko Airport,BDK
1154,Dimbokro Airport,DIM
1155,Daloa Airport,DJO
1156,Gagnoa Airport,GGN
1157,Guiglo Airport,GGO
1158,Nero-Mer Airport,BBV
1159,Korhogo Airport,HGO
1160,Man Airport,MJC
1161,Odienne Airport,KEO
1162,Ouango Fitini Airport,OFI
1163,Séguéla Airport,SEO
1164,San Pedro Airport,SPY
1165,Sassandra Airport,ZSS
1166,Tabou Airport,TXU
1167,Mahana Airport,TOZ
1168,Mawella Lagoon Seaplane Base,DIW
1169,Yamoussoukro Airport,ASK
1170,Dalnerechensk Airport,DLR
1171,Diomede Heliport,DIO
1172,Katsina Airport,DKA
1173,Nnamdi Azikiwe International Airport,ABV
1174,Akwa Ibom International Airport,QUO
1175,Akure Airport,AKR
1176,Asaba International Airport,ABB
1177,Sir Abubakar Tafawa Balewa International Airport,BCU
1178,Benin Airport,BNI
1179,Margaret Ekpo International Airport,CBQ
1180,Akanu Ibiam International Airport,ENU
1181,Gusau Airport,QUS
1182,Ibadan Airport,IBA
1183,Ilorin International Airport,ILR
1184,Sam Mbakwe International Airport,QOW
1185,Yakubu Gowon Airport,JOS
1186,Kaduna Airport,KAD
1187,Mallam Aminu International Airport,KAN
1188,Maiduguri International Airport,MIU
1189,Makurdi Airport,MDI
1190,Murtala Muhammed International Airport,LOS
1191,Minna Airport,MXJ
1192,Port Harcourt International Airport,PHC
1193,Sadiq Abubakar III International Airport,SKO
1194,Yola Airport,YOL
1195,Zaria Airport,ZAR
1196,Dorobisoro Airport,DOO
1197,Deputatskiy Airport,DPT
1198,Daqing Sartu Airport,DQA
1199,Maradi Airport,MFQ
1200,Diori Hamani International Airport,NIM
1201,Tahoua Airport,THZ
1202,Mano Dayak International Airport,AJY
1203,Arlit Airport,RLT
1204,Zinder Airport,ZND
1205,Dilasag Airport,DSG
1206,Tabarka-Aïn Draham International Airport,TBJ
1207,Monastir Habib Bourguiba International Airport,MIR
1208,Enfidha - Hammamet International Airport,NBE
1209,Tunis Carthage International Airport,TUN
1210,Gafsa Ksar International Airport,GAF
1211,Gabès Matmata International Airport,GAE
1212,Djerba Zarzis International Airport,DJE
1213,El Borma Airport,EBM
1214,Sfax Thyna International Airport,SFA
1215,Tozeur Nefta International Airport,TOE
1216,Andavadoaka Airport,DVD
1217,Diyawanna Oya Seaplane Base,DWO
1218,Dwyer Airport,DWR
1219,Niamtougou International Airport,LRL
1220,Lomé–Tokoin International Airport,LFW
1221,Dazhou Jinya Airport,DZH
1222,Elenak Airport,EAL
1223,Antwerp International Airport (Deurne),ANR
1224,Brussels Airport,BRU
1225,Brussels South Charleroi Airport,CRL
1226,Ghent/Industry Zone Heliport,GNE
1227,Flanders International Airport Kortrijk-Wevelgem,KJK
1228,Liège Airport,LGG
1229,Ebon Airport,EBO
1230,Oostende-Brugge International Airport,OST
1231,Oostmalle Airfield,OBL
1232,Méndez Airport,MZD
1233,Edna Bay Seaplane Base,EDA
1234,Leipzig–Altenburg Airport,AOC
1235,Heringsdorf Airport,HDF
1236,Riesa-Göhlis Airport,IES
1237,Müritz Airpark,REB
1238,Cochstedt Airport,CSO
1239,Stralsund-Barth Airport,BBH
1240,Neubrandenburg Trollenhagen Airport,FNB
1241,Rügen Airport,GTI
1242,Köthen Airport,KOQ
1243,Peenemünde Airport,PEF
1244,Berlin Brandenburg Airport,BER
1245,Dresden Airport,DRS
1246,Erfurt-Weimar Airport,ERF
1247,Frankfurt Airport,FRA
1248,Münster Osnabrück Airport,FMO
1249,Hamburg Helmut Schmidt Airport,HAM
1250,Cologne Bonn Airport,CGN
1251,Düsseldorf Airport,DUS
1252,Munich Airport,MUC
1253,Nuremberg Airport,NUE
1254,Leipzig/Halle Airport,LEJ
1255,Saarbrücken Airport,SCN
1256,Stuttgart Airport,STR
1257,Hannover Airport,HAJ
1258,Bremen Airport,BRE
1259,Frankfurt-Hahn Airport,HHN
1260,Mannheim-City Airport,MHG
1261,Eisenach-Kindel Airport,EIB
1262,Ludwigshafen Accident Hospital Heliport,ZOE
1263,Siegerland Airport,SGE
1264,Itzehoe Hungriger Wolf Airfield,IZE
1265,Hamburg-Finkenwerder Airport,XFW
1266,Kiel-Holtenau Airport,KEL
1267,Lübeck Blankensee Airport,LBC
1268,Neumünster Airport,EUM
1269,Memmingen Allgau Airport,FMM
1270,Aachen-Merzbrück Airport,AAH
1271,Essen Mülheim Airport,ESS
1272,Bielefeld Airport,BFE
1273,Mönchengladbach Airport,MGL
1274,Paderborn Lippstadt Airport,PAD
1275,Weeze Airport,NRN
1276,Dortmund Airport,DTM
1277,Augsburg Airport,AGB
1278,Oberpfaffenhofen Airport,OBF
1279,Straubing Airport,RBM
1280,Friedrichshafen Airport,FDH
1281,Bayreuth Airport,BYU
1282,Burg Feuerstein Airport,URD
1283,Giebelstadt Airport,GHF
1284,Hof-Plauen Airport,HOQ
1285,Bitburg Airport,BBJ
1286,Zweibrücken Airport,ZQW
1287,Karlsruhe Baden-Baden Airport,FKB
1288,Lahr Airport,LHA
1289,Braunschweig-Wolfsburg Airport,BWE
1290,Kassel Airport,KSF
1291,Emden Airport,EME
1292,Wangerooge Airport,AGE
1293,JadeWeser Airport,WVN
1294,Juist Airport,JUI
1295,Langeoog Airport,LGO
1296,Borkum Airport,BMK
1297,Norden-Norddeich Airport,NOD
1298,Varrelbusch Airfield,VAC
1299,Norderney Airport,NRD
1300,Baltrum Airport,BMR
1301,Heide-Büsum Airport,HEI
1302,Flensburg-Schäferhaus Airport,FLF
1303,Helgoland-Düne Airport,HGL
1304,Husum-Schwesing Airport,QHU
1305,Sankt Peter-Ording Airport,PSH
1306,Westerland Sylt Airport,GWT
1307,Wyk auf Föhr Airport,OHR
1308,Kärdla Airport,KDL
1309,Kuressaare Airport,URE
1310,Pärnu Airport,EPU
1311,Berenice International Airport / Banas Cape Air Base,EES
1312,Lennart Meri Tallinn Airport,TLL
1313,Tartu Airport,TAY
1314,Enontekio Airport,ENF
1315,Efogi Airport,EFG
1316,Halli Airport,KEV
1317,Hernesaari Heliport,HEN
1318,Helsinki Vantaa Airport,HEL
1319,Hyvinkää Airfield,HYV
1320,Kitee Airport,KTQ
1321,Ivalo Airport,IVL
1322,Joensuu Airport,JOE
1323,Jyväskylä Airport,JYV
1324,Kauhava Airfield,KAU
1325,Kemi-Tornio Airport,KEM
1326,Kajaani Airport,KAJ
1327,Kauhajoki Airfield,KHJ
1328,Kokkola-Pietarsaari Airport,KOK
1329,Kuusamo Airport,KAO
1330,Kittilä Airport,KTT
1331,Kuopio Airport,KUO
1332,Lappeenranta Airport,LPP
1333,Mariehamn Airport,MHQ
1334,Mikkeli Airport,MIK
1335,Oulu Airport,OUL
1336,Pori Airport,POR
1337,Rovaniemi Airport,RVN
1338,Savonlinna Airport,SVL
1339,Seinäjoki Airport,SJY
1340,Sodankyla Airport,SOT
1341,Tampere-Pirkkala Airport,TMP
1342,Turku Airport,TKU
1343,Utti Air Base,UTI
1344,Vaasa Airport,VAA
1345,Varkaus Airport,VRK
1346,Ylivieska Airfield,YLI
1347,Katameya Air Base,TFR
1348,Abu Rudeis Airport,AUE
1349,Belfast International Airport,BFS
1350,Enniskillen/St Angelo Airport,ENK
1351,George Best Belfast City Airport,BHD
1352,City of Derry Airport,LDY
1353,Birmingham Airport,BHX
1354,Coventry Airport,CVT
1355,Gloucestershire Airport,GLO
1356,Sywell Aerodrome,ORM
1357,Nottingham Airport,NQT
1358,Cotswold Airport,GBA
1359,Manchester Airport,MAN
1360,Upavon Aerodrome,UPV
1361,RNAS Yeovilton,YEO
1362,Campbeltown Airport,CAL
1363,Eday Airport,EOI
1364,Fair Isle Airport,FIE
1365,Whalsay Airstrip,WHS
1366,Coll Airport,COL
1367,North Ronaldsay Airport,NRL
1368,Oban Airport,OBN
1369,Papa Westray Airport,PPW
1370,Stronsay Airport,SOY
1371,Sanday Airport,NDY
1372,Lerwick / Tingwall Airport,LWK
1373,Westray Airport,WRY
1374,Colonsay Airstrip,CSA
1375,Haverfordwest Airport,HAW
1376,Cardiff International Airport,CWL
1377,Swansea Airport,SWS
1378,Bristol Airport,BRS
1379,Liverpool John Lennon Airport,LPL
1380,London Luton Airport,LTN
1381,Land's End Airport,LEQ
1382,St. Mary's Airport,ISC
1383,Bournemouth Airport,BOH
1384,Southampton Airport,SOU
1385,Bembridge Airport,BBP
1386,Cornwall Airport Newquay,NQY
1387,Goodwood Aerodrome,QUG
1388,Alderney Airport,ACI
1389,Guernsey Airport,GCI
1390,Jersey Airport,JER
1391,Brighton City Airport,ESH
1392,London Biggin Hill Airport,BQH
1393,London Gatwick Airport,LGW
1394,London City Airport,LCY
1395,Farnborough Airport,FAB
1396,Blackbushe Airport,BBS
1397,London Heathrow Airport,LHR
1398,London Southend Airport,SEN
1399,Lydd London Ashford Airport,LYX
1400,Carlisle Lake District Airport,CAX
1401,Blackpool International Airport,BLK
1402,Humberside Airport,HUY
1403,Barrow Walney Island Airport,BWF
1404,Leeds Bradford Airport,LBA
1405,Warton Aerodrome,WRT
1406,Hawarden Airport,CEG
1407,Isle of Man Airport,IOM
1408,Newcastle International Airport,NCL
1409,Teesside International Airport,MME
1410,East Midlands Airport,EMA
1411,Anglesey Airport,VLY
1412,Kirkwall Airport,KOI
1413,Sumburgh Airport,LSI
1414,Wick Airport,WIC
1415,Aberdeen Dyce Airport,ABZ
1416,Inverness Airport,INV
1417,Glasgow International Airport,GLA
1418,Edinburgh Airport,EDI
1419,Islay Airport,ILY
1420,Glasgow Prestwick Airport,PIK
1421,Benbecula Airport,BEB
1422,Dundee Airport,DND
1423,Stornoway Airport,SYY
1424,Barra Airport,BRR
1425,Perth/Scone Airport,PSL
1426,Tiree Airport,TRE
1427,Unst Airport,UNT
1428,Leuchars Station Airfield,ADX
1429,RAF Lossiemouth,LMO
1430,Cambridge City Airport,CBG
1431,Norwich Airport,NWI
1432,London Stansted Airport,STN
1433,Wycombe Air Park,HYC
1434,Exeter International Airport,EXT
1435,Oxford (Kidlington) Airport,OXF
1436,Rochester Airport,RCS
1437,RAF Benson,BEX
1438,RAF Lakenheath,LKZ
1439,RAF Mildenhall,MHZ
1440,RAF Fairford,FFD
1441,RAF Brize Norton,BZZ
1442,RAF Odiham,ODH
1443,RAF Northolt,NHT
1444,RAF Coningsby,QCY
1445,RAF Honington,BEQ
1446,RAF Waddington,WTN
1447,RAF Marham,KNF
1448,Mount Pleasant Airport,MPN
1449,Amsterdam Airport Schiphol,AMS
1450,Maastricht Aachen Airport,MST
1451,Eindhoven Airport,EIN
1452,Groningen Airport Eelde,GRQ
1453,Gilze Rijen Air Base,GLZ
1454,De Kooy Airfield / Den Helder Naval Air Station,DHR
1455,Lelystad Airport,LEY
1456,Leeuwarden Air Base,LWR
1457,Rotterdam The Hague Airport,RTM
1458,Twente Airport,ENS
1459,Ezhou Huahu Airport,EHU
1460,Volkel Air Base,UDE
1461,Woensdrecht Air Base,WOE
1462,Bantry Aerodrome,BYT
1463,Belmullet Aerodrome,BLY
1464,Connemara Regional Airport,NNR
1465,Cork Airport,ORK
1466,Galway Airport,GWY
1467,Donegal Airport,CFN
1468,Dublin Airport,DUB
1469,Inishmore Aerodrome,IOR
1470,Inisheer Aerodrome,INQ
1471,Kilkenny Airport,KKY
1472,Ireland West Knock Airport,NOC
1473,Kerry Airport,KIR
1474,Letterkenny Airfield,LTR
1475,Inishmaan Aerodrome,IIA
1476,Shannon Airport,SNN
1477,Sligo Airport,SXL
1478,Waterford Airport,WAT
1479,Ejin Banner Taolai Airport,EJN
1480,Enejit Airport,EJT
1481,Aarhus Airport,AAR
1482,Billund Airport,BLL
1483,Copenhagen Kastrup Airport,CPH
1484,Esbjerg Airport,EBJ
1485,Midtjyllands Airport / Air Base Karup,KRP
1486,Læsø Airport,BYR
1487,Lolland Falster Maribo Airport,MRW
1488,Odense Hans Christian Andersen Airport,ODE
1489,Copenhagen Roskilde Airport,RKE
1490,Bornholm Airport,RNN
1491,Sønderborg Airport,SGD
1492,Sindal Airport,CNL
1493,Skrydstrup Air Base,SKS
1494,Skive Airport,SQW
1495,Thisted Airport,TED
1496,Vágar Airport,FAE
1497,Stauning Vestjylland  Airport,STA
1498,Aalborg Airport,AAL
1499,Luxembourg-Findel International Airport,LUX
1500,El Mirador Heliport,EMR
1501,"Ålesund Airport, Vigra",AES
1502,"Andøya Airport, Andenes",ANX
1503,Alta Airport,ALF
1504,"Førde Airport, Bringeland",FDE
1505,"Brønnøysund Airport, Brønnøy",BNN
